 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
149,TRUE,4382,en,FALSE,FALSE,Positive,LEON S. Kennedy is the GOAT
150,TRUE,4363,en,FALSE,FALSE,Positive,"This review is for the base game only and doesn't factor in the Separate Ways DLC.This is the best Resident Evil game by a mile. The graphics are beautiful and everything is super realistic, it's a huge upgrade from the original. Compared to the original, the story is significantly better because it explains everything in more detail. You always understand what's going on and why things happen, while in the original there are a lot of unanswered questions. However, when we just look at the story itself and not compare it to anything, it's still really good. The combat is super fun and satisfying. The game adds a ""parry system"", which wasn't present in the original. The parry system really does change the combat a ton and adds a lot more of a reward in the combat. I think this game perfected the third person shooter. Also, the game is super good at rewarding you. When finishing certain challenges, such as beating the game on S+ on Professional difficulty, you unlock accessories which give you perks that make you more overpowered. This makes finishing challenges actually worth it and definitely make it worth the while.When you start going for platinum, the game definitely gets a bit frustrating. Enemies have a ton of HP and don't stagger nearly as much, meaning you're left more vulnerable. Also, the game loves to stun-lock you (stun locking is whenever the game temporarily prevents you from moving) a lot, which means sometimes you will take a ton of damage and it won't even be your fault. On lower difficulties, most enemies can be killed with a simple headshot + kick, but on higher difficulties, it takes a lot more to kill them. I definitely don't recommend the casual player play on harder difficulties, because it isn't the easiest. (SPOILER ALERT) One thing I really didn't like about this game is how is they started throwing out regeneradors before you get the biosensor scope. I took a break from this game for a few days when I got to this section on my first playthrough because I couldn't get past it. When I was going for the Minimalist achievement (handgun and knife only run,) chapter 13 was the bane of my existence because I couldn't kill the regeneradors. After finally finishing the platinum for this game, I can definitely say this is my favorite Resident Evil, and the pros heavily outweigh the cons. It only starts to get a little frustrating when you go for platinum."
151,TRUE,4350,en,FALSE,FALSE,Positive,What can you say besides Leon is a bad mofo
152,TRUE,4345,en,FALSE,FALSE,Positive,"Despite being different from the previous entries, RE4 is honestly incredible. The only criticism I have is that performance could be better in a few chapters, even after optimizing the settings, but that's about it. One of the best modern survival horror games I've ever played. Normally, I usually feel these games when they are too long (of which it took about 15 hours for me to complete my first run), they tend to drag towards the end. I never felt that way with RE4. The story is great, combat, puzzles, everything is great. For the 100%, I did 7 runs, though I could've probably done less, and two runs of the fantastic dlc. Definitely harder than previous games (minus RE0), but still a ton of fun."
153,TRUE,4303,en,FALSE,FALSE,Positive,Where's Everyone Going? Bingo?
154,TRUE,4295,en,FALSE,FALSE,Positive,"A really good remake, I brings back memories of when i started playing resident evil 4 original game back in 2006. I have also bought the original game so yeah i can definitely compare that they have improved the game and also added some extra content with luis section which i loved it. Thank you but it is still recommended to play the og resident evil 4 before trying this one."
155,TRUE,4283,en,FALSE,FALSE,Positive,Where's Everyone Going? Bingo?
156,TRUE,4252,en,FALSE,FALSE,Positive,"i'd argue this is the most replayable, bang for your buck AAA title i think i've ever seen, and definitely the best RE game when it comes to fun and just overall a well rounded packagecombat is the most fluid it's ever been in the modern RE engine games, story is very good with some amazing progression and atmosphere and still has its very tense, horror oriented segmentsseparate ways is a great campaign on its own, with some great combat that manages to shine outside of the main story's gameplaythe mercenaries mode is just straight up non stop fun, i can't put to words how great it is, you just gotta try it yourselfoverall, my favorite game in the RE engine ""era"" (so far), must play even for people not familiar with the franchise"
157,TRUE,4249,en,FALSE,FALSE,Positive,"This is the best of the remake, i will not hear otherwise. I played the OG RE4 and i really liked it, this remake made me like it more! My only complaints are very minor: mostly slightly less cheesy story, no laser gun and seperete ways as DLC not included in the OG deluxe edition is scummy as  but otherwise it is a fantastic remake of an already excellent game!Get it, don't even wait for a sale, just get it."
158,TRUE,4209,en,FALSE,FALSE,Positive,i wish bingo was real
159,TRUE,4197,en,FALSE,FALSE,Positive,"I didn't believe RE4 needed a remake. Even with the abysmal PC port, most fans have played the PS2 or GameCube original to death. I could play the game from memory alone. And yet, Remake manages to change just enough and improve just enough, in the right balance, that it was a fun and fresh experience that is just as good as the original.(Despite this, both versions are still unique in their nuances that the Remake does not supersede the original. They both stand on their own as great titles.)"
160,TRUE,4190,en,FALSE,FALSE,Positive,"Now, I am not normally one for particularly good aim on a good day. Though the one time I get a headshot, wasn't on an enemy, but on Ashley as she was being carried away. 10/10"
161,TRUE,4167,en,FALSE,FALSE,Positive,ummmmmmmmmmm Ada wong.....
162,TRUE,4165,en,FALSE,FALSE,Positive,These are some evil residents.
163,TRUE,4164,en,FALSE,FALSE,Positive,Great value goated game
164,TRUE,4149,en,FALSE,FALSE,Positive,The game is a 10/10 and will stay that way in my mind as they have removed the DRM.
165,TRUE,4144,en,FALSE,FALSE,Positive,"Story, gameplay, worth every dollar"
166,TRUE,4142,en,FALSE,FALSE,Positive,Another great remake to a classic
167,TRUE,4137,en,FALSE,FALSE,Positive,Really damn good but I recommend playing the original first.
168,TRUE,4124,en,FALSE,FALSE,Positive,I love the updates that they made to this game. Still my favorite games series for sure.
169,TRUE,4115,en,FALSE,FALSE,Positive,"Garbage Denuvo is no more, 110% would recommend."
170,TRUE,4109,en,FALSE,FALSE,Positive,"Great game. 9/10. A bit too long + lacks some of the original atmosphere,"
171,TRUE,4104,en,FALSE,FALSE,Positive,a really well done remake and a must play!!
172,TRUE,4091,en,FALSE,FALSE,Positive,Was my favorite game on PS2 and now almost 20 years later the remake hits all the right marks. Only complaint I have is Ada. Her voice acting is  compared to the 2 remake which in of itself wasnt too good. Wish there were some mods to fix her outfit to the OG re4 red dress and a mod with a new voice Actor.
173,TRUE,4085,en,FALSE,FALSE,Positive,"Welcome...got some RARE things on sale, stranger!"
174,TRUE,4083,en,FALSE,FALSE,Positive,Still the best Resident Evil.
175,TRUE,4082,en,FALSE,FALSE,Positive,"One of my all time favorites tbh, also seperate ways dlc was extremely good too."
176,TRUE,4003,en,FALSE,FALSE,Positive,"That's a perfectly balanced game where you match action, looting and survival horror, plus the handsome Leon with his typical lines...once you play it you'll love it"
177,TRUE,3971,en,FALSE,FALSE,Positive,"""Where's everyone going? Bingo?"""
178,TRUE,3959,en,FALSE,FALSE,Positive,I hate Capcom
179,TRUE,3948,en,FALSE,FALSE,Positive,i was scared  at first but it's so fun! favorite part overall was saddler's boss fight :)
180,TRUE,3945,en,FALSE,FALSE,Positive,"A real triumph in gaming is rare to come by nowadays, let alone in a major franchise like this. To recapture the love of the original and indeed IMPROVE on some aspects is something to not easily shrug off."
181,TRUE,3943,en,FALSE,FALSE,Positive,Love this game 10/10. So much to do and worth the money!
182,TRUE,3934,en,FALSE,FALSE,Positive,"Game very good, but wish it was first person. Gets your money worth. On top of that there is a secosnd game withing where you play as Ida..65 hors well spent"
183,TRUE,3876,en,FALSE,FALSE,Positive,"Very loyal to the original and very fun, an upgrade from re3 remake"
184,TRUE,3845,en,FALSE,FALSE,Positive,"""Story of my life"""
