 id,Complete english only reviews,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Sentiment_Label,Confidence_Score,model_agrees
138,> Play on Professional difficulty.> Get absolutely destroyed physically and mentally.Where's everyone going? The asylum? 10/10,TRUE,4501,en,FALSE,FALSE,Positive,Negative,0.9997,FALSE
139,"Still the best Resident Evil game I've played. This is the perfect mix of Action-Horror I really like, which leans more into action, but not Resident Evil 6 action which was absurd.Awesome DLC as well with Separate Ways.Setting is really good, with nice optional backtrack and replayability.",TRUE,4490,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
140,"as someone whose played the original, absolutely.also, the remakes of RE2 & RE3 both served as a beginner& intermediate tutorials for this game alone.But in RE4R, your enemies aren't the undead...they're human but possessed.which means they're armed & far more dangerous. but fret not if you're worriedabout being hit with either hatchets or pitchforks, the remake of RE4 introducesa parry system, which will make or break the difference between life & death...even against enemies that have chainsaws.Besides the game's main storyline itself riddled with combat, puzzles & helpfrom your AI partner in certain situations, there are side-quests to keep you engagedand the entire game has tons of loot to sell in order to buy new weapons, upgradesand even repairs for your knife. and trust me: you will be needing to maintain your knifeevery now & then whenever you're short on ammo.Besides the overall gameplay itself with either Leon, Ashley & even Ada's DLC campaign,there's also a horde mode called ""The Mercenaries"" which'll keep you entertained whichoffer unlockable characters whenever you get a high rank with the starter characters.Final verdict: This game alone is ideal for when you wanna try something new but is alsosurprisingly classic at the same time. also, RE4 Remake serves as tutorial mode for RE9: Requiem...so make sure you hone your skills with not just your guns, but your knife especially.you're gonna need it if you hope to survive RE9: Requiem.",TRUE,4480,en,FALSE,FALSE,Positive,Positive,0.9075,TRUE
141,Simply the best Resident Evil game. Incredibly satisfying gameplay and a large amount of replayability if youre willing to challenge yourself. This is my 2nd time getting all achievements in this game and its still so fun.,TRUE,4460,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
142,amazing game but i despise the island part with my life,TRUE,4434,en,FALSE,FALSE,Positive,Negative,0.9069,FALSE
143,"I love the original game, have completed it many, many times and I have to say, what Capcom did with the remake is amazing. The most important take away from the whole game is, that this is not a remaster, its a remake. In its core, its the same game but almost everything about it has been remade and plenty of things have been added to it. Its not supposed to replace the original, its just another take at Resident Evil 4The game is very different, yet the same. Bigger changes include stuff like:- Very, very expanded map that s no longer constrained by 20 year old tech. The game goes through the same main ""hubs"" as the original, but no area is left the same. They added plenty of addition, expansion and scale to each area, so going through them is very fresh and the game is much longer, if you don t rush through it. - A revised combat system. The whole thing has been modernized. You can now move while shooting, which feels great. They balanced it by increasing the number of enemies you face and adding more enemy variation and new enemies. The knife also plays a much bigger part. It has durability, you can stealth take down enemies with it and also parry attacks as sort of quick time event, where you have to time your block well, but that drains durability. Overall, the combat feels very fluid and very fun. Enemy hitboxes still work great and you play the game basically the same way as the original, where you try to shoot weak points to execute melee takedowns. The balancing is great, even with all these changes, the remake is definitely harder than the og. Especially on profeasional. - New & old familiar weapons, new enemy types, side objectives, some characters (like Luis) being a bigger part of the story, collectibles, crafting system, more lore, weapon wheel and moreGame also includes Mercenaries mode from the original for free and its also very fun. + it includes some new characters compared to the original. You can also buy Separate ways as a paid DLC, which is also heavily revised, even though I haven t yet played through the whole DLC, what i have played seems good too.Performance vise its fantastic. Game is very well optimized and there s very few bugs.Re4 remake is a fantastic game & it can easily face off against the mainline RE games. Very much recommended, weather or not you have played the OG or not. If you have, the remake still feels extremely fresh and if you haven t you re in for a great experience. Easily worth the full price.",TRUE,4434,en,FALSE,FALSE,Positive,Positive,0.9988,TRUE
144,Excellent game. Runs surprisingly well on a PC that struggles with Village,TRUE,4422,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
145,Lemon S. Kennedy,TRUE,4409,en,FALSE,FALSE,Positive,Positive,0.9877,TRUE
146,great game and a lot of time put into it. it is also one of my fav RE games,TRUE,4407,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
147,This game is so much fun and run flawlessly on my PcStory is one of the best in the whole series,TRUE,4400,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
148,Amazing. True remake and the gameplay is really something. Hope RE5 remake is just as good.,TRUE,4399,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
149,LEON S. Kennedy is the GOAT,TRUE,4382,en,FALSE,FALSE,Positive,Positive,0.8012,TRUE
150,"This review is for the base game only and doesn't factor in the Separate Ways DLC.This is the best Resident Evil game by a mile. The graphics are beautiful and everything is super realistic, it's a huge upgrade from the original. Compared to the original, the story is significantly better because it explains everything in more detail. You always understand what's going on and why things happen, while in the original there are a lot of unanswered questions. However, when we just look at the story itself and not compare it to anything, it's still really good. The combat is super fun and satisfying. The game adds a ""parry system"", which wasn't present in the original. The parry system really does change the combat a ton and adds a lot more of a reward in the combat. I think this game perfected the third person shooter. Also, the game is super good at rewarding you. When finishing certain challenges, such as beating the game on S+ on Professional difficulty, you unlock accessories which give you perks that make you more overpowered. This makes finishing challenges actually worth it and definitely make it worth the while.When you start going for platinum, the game definitely gets a bit frustrating. Enemies have a ton of HP and don't stagger nearly as much, meaning you're left more vulnerable. Also, the game loves to stun-lock you (stun locking is whenever the game temporarily prevents you from moving) a lot, which means sometimes you will take a ton of damage and it won't even be your fault. On lower difficulties, most enemies can be killed with a simple headshot + kick, but on higher difficulties, it takes a lot more to kill them. I definitely don't recommend the casual player play on harder difficulties, because it isn't the easiest. (SPOILER ALERT) One thing I really didn't like about this game is how is they started throwing out regeneradors before you get the biosensor scope. I took a break from this game for a few days when I got to this section on my first playthrough because I couldn't get past it. When I was going for the Minimalist achievement (handgun and knife only run,) chapter 13 was the bane of my existence because I couldn't kill the regeneradors. After finally finishing the platinum for this game, I can definitely say this is my favorite Resident Evil, and the pros heavily outweigh the cons. It only starts to get a little frustrating when you go for platinum.",TRUE,4363,en,FALSE,FALSE,Positive,Positive,0.9977,TRUE
151,What can you say besides Leon is a bad mofo,TRUE,4350,en,FALSE,FALSE,Positive,Negative,0.999,FALSE
152,"Despite being different from the previous entries, RE4 is honestly incredible. The only criticism I have is that performance could be better in a few chapters, even after optimizing the settings, but that's about it. One of the best modern survival horror games I've ever played. Normally, I usually feel these games when they are too long (of which it took about 15 hours for me to complete my first run), they tend to drag towards the end. I never felt that way with RE4. The story is great, combat, puzzles, everything is great. For the 100%, I did 7 runs, though I could've probably done less, and two runs of the fantastic dlc. Definitely harder than previous games (minus RE0), but still a ton of fun.",TRUE,4345,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
153,Where's Everyone Going? Bingo?,TRUE,4303,en,FALSE,FALSE,Positive,Negative,0.995,FALSE
154,"A really good remake, I brings back memories of when i started playing resident evil 4 original game back in 2006. I have also bought the original game so yeah i can definitely compare that they have improved the game and also added some extra content with luis section which i loved it. Thank you but it is still recommended to play the og resident evil 4 before trying this one.",TRUE,4295,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
155,Where's Everyone Going? Bingo?,TRUE,4283,en,FALSE,FALSE,Positive,Negative,0.995,FALSE
156,"i'd argue this is the most replayable, bang for your buck AAA title i think i've ever seen, and definitely the best RE game when it comes to fun and just overall a well rounded packagecombat is the most fluid it's ever been in the modern RE engine games, story is very good with some amazing progression and atmosphere and still has its very tense, horror oriented segmentsseparate ways is a great campaign on its own, with some great combat that manages to shine outside of the main story's gameplaythe mercenaries mode is just straight up non stop fun, i can't put to words how great it is, you just gotta try it yourselfoverall, my favorite game in the RE engine ""era"" (so far), must play even for people not familiar with the franchise",TRUE,4252,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
157,"This is the best of the remake, i will not hear otherwise. I played the OG RE4 and i really liked it, this remake made me like it more! My only complaints are very minor: mostly slightly less cheesy story, no laser gun and seperete ways as DLC not included in the OG deluxe edition is scummy as  but otherwise it is a fantastic remake of an already excellent game!Get it, don't even wait for a sale, just get it.",TRUE,4249,en,FALSE,FALSE,Positive,Positive,0.9926,TRUE
158,i wish bingo was real,TRUE,4209,en,FALSE,FALSE,Positive,Negative,0.9981,FALSE
159,"I didn't believe RE4 needed a remake. Even with the abysmal PC port, most fans have played the PS2 or GameCube original to death. I could play the game from memory alone. And yet, Remake manages to change just enough and improve just enough, in the right balance, that it was a fun and fresh experience that is just as good as the original.(Despite this, both versions are still unique in their nuances that the Remake does not supersede the original. They both stand on their own as great titles.)",TRUE,4197,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
